article_id,topic,source,source_url,title,published_date,article_text,processed_text,token_count,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_compound,sentiment_label
RENEWABLE_011,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-011,NorthStar Transmission Published Renewable Energy Update in Texas,2025-02-03,"NorthStar Transmission Published Renewable Energy Update in Texas. NorthStar Transmission published a market review of clean-energy demand in Texas. the review compared solar, wind, battery storage, and hydrogen investment trends. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article presented operational data without a strong positive or negative conclusion. Market observers said the development could influence public opinion around renewable energy and economic policy.",northstar transmission published renewable energy update texas northstar transmission published market review cleanenergy demand texas review compared solar wind battery storage hydrogen investment trends renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article presented operational data strong positive negative conclusion market observers development influence public opinion renewable energy economic policy,67,0.2,0.9254,0.8,0.6,positive
RENEWABLE_012,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-012,BrightFuture Energy Expanded Renewable Energy Update in Arizona,2025-02-06,"BrightFuture Energy Expanded Renewable Energy Update in Arizona. BrightFuture Energy expanded its battery storage portfolio in Arizona. the expansion is expected to stabilize electricity supply during peak demand periods. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted strong community support, favorable tax credits, and improved profitability expectations. Market observers said the development could influence public opinion around renewable energy and economic policy.",brightfuture energy expanded renewable energy update arizona brightfuture energy expanded battery storage portfolio arizona expansion expected stabilize electricity supply peak demand periods renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted strong community support favorable tax credits improved profitability expectations market observers development influence public opinion renewable energy economic policy,68,0.1,0.8529,0.9,0.8,positive
RENEWABLE_013,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-013,TerraGen Capital Released Renewable Energy Update in Texas,2025-02-09,"TerraGen Capital Released Renewable Energy Update in Texas. TerraGen Capital released its quarterly update on renewable energy operations in Texas. the report included capacity additions, project milestones, and updated production metrics. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article presented operational data without a strong positive or negative conclusion. Market observers said the development could influence public opinion around renewable energy and economic policy.",terragen capital released renewable energy update texas terragen capital released quarterly update renewable energy operations texas report included capacity additions project milestones updated production metrics renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article presented operational data strong positive negative conclusion market observers development influence public opinion renewable energy economic policy,68,0.25,0.9412,0.75,0.5,positive
RENEWABLE_014,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-014,TerraGen Capital Paused Renewable Energy Update in Arizona,2025-02-12,"TerraGen Capital Paused Renewable Energy Update in Arizona. TerraGen Capital paused a planned offshore wind project in Arizona. the decision raised concerns about financing risk and regulatory uncertainty. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted investor concern, project risk, weaker sentiment, and possible pressure on future earnings. Market observers said the development could influence public opinion around renewable energy and economic policy.",terragen capital paused renewable energy update arizona terragen capital paused planned offshore wind project arizona decision raised concerns financing risk regulatory uncertainty renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted investor concern project risk weaker sentiment possible pressure future earnings market observers development influence public opinion renewable energy economic policy,69,0.9091,0.8406,0.0909,-0.8182,negative
RENEWABLE_015,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-015,EcoBattery Systems Announced Renewable Energy Update in Oregon,2025-02-15,"EcoBattery Systems Announced Renewable Energy Update in Oregon. EcoBattery Systems announced a major investment in utility-scale solar capacity in Oregon. executives said the project will create jobs, reduce emissions, and improve long-term grid reliability. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted strong community support, favorable tax credits, and improved profitability expectations. Market observers said the development could influence public opinion around renewable energy and economic policy.",ecobattery systems announced renewable energy update oregon ecobattery systems announced major investment utilityscale solar capacity oregon executives project create jobs reduce emissions improve longterm grid reliability renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted strong community support favorable tax credits improved profitability expectations market observers development influence public opinion renewable energy economic policy,72,0.0833,0.8333,0.9167,0.8333,positive
RENEWABLE_016,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-016,SolarGrid Energy Faced Renewable Energy Update in Illinois,2025-02-18,"SolarGrid Energy Faced Renewable Energy Update in Illinois. SolarGrid Energy faced criticism over missed clean-energy deployment targets in Illinois. community groups said the delays could undermine climate commitments. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted investor concern, project risk, weaker sentiment, and possible pressure on future earnings. Market observers said the development could influence public opinion around renewable energy and economic policy.",solargrid energy faced renewable energy update illinois solargrid energy faced criticism missed cleanenergy deployment targets illinois community groups delays undermine climate commitments renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted investor concern project risk weaker sentiment possible pressure future earnings market observers development influence public opinion renewable energy economic policy,69,0.8889,0.8696,0.1111,-0.7778,negative
RENEWABLE_017,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-017,WindWorks International Expanded Renewable Energy Update in Illinois,2025-02-21,"WindWorks International Expanded Renewable Energy Update in Illinois. WindWorks International expanded its battery storage portfolio in Illinois. the expansion is expected to stabilize electricity supply during peak demand periods. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted strong community support, favorable tax credits, and improved profitability expectations. Market observers said the development could influence public opinion around renewable energy and economic policy.",windworks international expanded renewable energy update illinois windworks international expanded battery storage portfolio illinois expansion expected stabilize electricity supply peak demand periods renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted strong community support favorable tax credits improved profitability expectations market observers development influence public opinion renewable energy economic policy,68,0.1,0.8529,0.9,0.8,positive
RENEWABLE_018,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-018,SunPeak Renewables Faced Renewable Energy Update in Florida,2025-02-24,"SunPeak Renewables Faced Renewable Energy Update in Florida. SunPeak Renewables faced criticism over missed clean-energy deployment targets in Florida. community groups said the delays could undermine climate commitments. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted investor concern, project risk, weaker sentiment, and possible pressure on future earnings. Market observers said the development could influence public opinion around renewable energy and economic policy.",sunpeak renewables faced renewable energy update florida sunpeak renewables faced criticism missed cleanenergy deployment targets florida community groups delays undermine climate commitments renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted investor concern project risk weaker sentiment possible pressure future earnings market observers development influence public opinion renewable energy economic policy,69,0.8889,0.8696,0.1111,-0.7778,negative
RENEWABLE_019,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-019,HydroNova Power Outlined Renewable Energy Update in Colorado,2025-02-27,"HydroNova Power Outlined Renewable Energy Update in Colorado. HydroNova Power outlined a revised timeline for a transmission upgrade in Colorado. the company said the schedule reflects coordination with regional grid operators. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article presented operational data without a strong positive or negative conclusion. Market observers said the development could influence public opinion around renewable energy and economic policy.",hydronova power outlined renewable energy update colorado hydronova power outlined revised timeline transmission upgrade colorado company schedule reflects coordination regional grid operators renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article presented operational data strong positive negative conclusion market observers development influence public opinion renewable energy economic policy,65,0.25,0.9385,0.75,0.5,positive
RENEWABLE_020,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-020,SunPeak Renewables Reported Renewable Energy Update in Texas,2025-03-02,"SunPeak Renewables Reported Renewable Energy Update in Texas. SunPeak Renewables reported higher costs for solar panels and inverters in Texas. investors reacted cautiously as inflation reduced expected project returns. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted investor concern, project risk, weaker sentiment, and possible pressure on future earnings. Market observers said the development could influence public opinion around renewable energy and economic policy.",sunpeak renewables reported renewable energy update texas sunpeak renewables reported higher costs solar panels inverters texas investors reacted cautiously inflation reduced expected project returns renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted investor concern project risk weaker sentiment possible pressure future earnings market observers development influence public opinion renewable energy economic policy,71,0.8889,0.8732,0.1111,-0.7778,negative
RENEWABLE_021,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-021,TerraGen Capital Expanded Renewable Energy Update in Illinois,2025-03-05,"TerraGen Capital Expanded Renewable Energy Update in Illinois. TerraGen Capital expanded its battery storage portfolio in Illinois. the expansion is expected to stabilize electricity supply during peak demand periods. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted strong community support, favorable tax credits, and improved profitability expectations. Market observers said the development could influence public opinion around renewable energy and economic policy.",terragen capital expanded renewable energy update illinois terragen capital expanded battery storage portfolio illinois expansion expected stabilize electricity supply peak demand periods renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted strong community support favorable tax credits improved profitability expectations market observers development influence public opinion renewable energy economic policy,68,0.1,0.8529,0.9,0.8,positive
RENEWABLE_022,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-022,NorthStar Transmission Paused Renewable Energy Update in Arizona,2025-03-08,"NorthStar Transmission Paused Renewable Energy Update in Arizona. NorthStar Transmission paused a planned offshore wind project in Arizona. the decision raised concerns about financing risk and regulatory uncertainty. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted investor concern, project risk, weaker sentiment, and possible pressure on future earnings. Market observers said the development could influence public opinion around renewable energy and economic policy.",northstar transmission paused renewable energy update arizona northstar transmission paused planned offshore wind project arizona decision raised concerns financing risk regulatory uncertainty renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted investor concern project risk weaker sentiment possible pressure future earnings market observers development influence public opinion renewable energy economic policy,69,0.9091,0.8406,0.0909,-0.8182,negative
RENEWABLE_023,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-023,GreenVolt Utilities Warned Renewable Energy Update in Colorado,2025-03-11,"GreenVolt Utilities Warned Renewable Energy Update in Colorado. GreenVolt Utilities warned that supply-chain delays could slow renewable energy construction in Colorado. management said component shortages and permitting bottlenecks may pressure margins. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted investor concern, project risk, weaker sentiment, and possible pressure on future earnings. Market observers said the development could influence public opinion around renewable energy and economic policy.",greenvolt utilities warned renewable energy update colorado greenvolt utilities warned supplychain delays slow renewable energy construction colorado management component shortages permitting bottlenecks pressure margins renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted investor concern project risk weaker sentiment possible pressure future earnings market observers development influence public opinion renewable energy economic policy,71,0.9091,0.8451,0.0909,-0.8182,negative
RENEWABLE_024,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-024,GreenVolt Utilities Held Renewable Energy Update in California,2025-03-14,"GreenVolt Utilities Held Renewable Energy Update in California. GreenVolt Utilities held an investor briefing on renewable energy strategy in California. leaders discussed capital allocation, project economics, and policy incentives. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article presented operational data without a strong positive or negative conclusion. Market observers said the development could influence public opinion around renewable energy and economic policy.",greenvolt utilities held renewable energy update california greenvolt utilities held investor briefing renewable energy strategy california leaders discussed capital allocation project economics policy incentives renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article presented operational data strong positive negative conclusion market observers development influence public opinion renewable energy economic policy,67,0.25,0.9403,0.75,0.5,positive
RENEWABLE_025,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-025,SunPeak Renewables Won Renewable Energy Update in Texas,2025-03-17,"SunPeak Renewables Won Renewable Energy Update in Texas. SunPeak Renewables won a government contract for clean-grid modernization in Texas. local officials praised the award as a step toward a more resilient power system. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted strong community support, favorable tax credits, and improved profitability expectations. Market observers said the development could influence public opinion around renewable energy and economic policy.",sunpeak renewables won renewable energy update texas sunpeak renewables won government contract cleangrid modernization texas local officials praised award step toward more resilient power system renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted strong community support favorable tax credits improved profitability expectations market observers development influence public opinion renewable energy economic policy,71,0.1,0.8592,0.9,0.8,positive
RENEWABLE_026,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-026,EcoBattery Systems Cut Renewable Energy Update in Illinois,2025-03-20,"EcoBattery Systems Cut Renewable Energy Update in Illinois. EcoBattery Systems cut its annual outlook after grid-connection delays in Illinois. analysts called the update disappointing and lowered near-term growth estimates. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted investor concern, project risk, weaker sentiment, and possible pressure on future earnings. Market observers said the development could influence public opinion around renewable energy and economic policy.",ecobattery systems cut renewable energy update illinois ecobattery systems cut annual outlook gridconnection delays illinois analysts called update disappointing lowered nearterm growth estimates renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted investor concern project risk weaker sentiment possible pressure future earnings market observers development influence public opinion renewable energy economic policy,70,0.8182,0.8429,0.1818,-0.6364,negative
RENEWABLE_027,renewable energy,Bundled public-news-style sample for offline pipeline testing; live mode uses GDELT DOC API,https://example.org/renewable-energy/article-027,NorthStar Transmission Secured Renewable Energy Update in Florida,2025-03-23,"NorthStar Transmission Secured Renewable Energy Update in Florida. NorthStar Transmission secured financing for a new wind farm in Florida. the funding package was viewed positively by investors because it lowers project execution risk. The renewable energy sector continues to balance policy incentives, technology costs, grid reliability, and consumer demand. Executives referenced solar capacity, wind generation, storage assets, permitting timelines, and power-market conditions. The article noted strong community support, favorable tax credits, and improved profitability expectations. Market observers said the development could influence public opinion around renewable energy and economic policy.",northstar transmission secured renewable energy update florida northstar transmission secured financing new wind farm florida funding package viewed positively investors because lowers project execution risk renewable energy sector continues balance policy incentives technology costs grid reliability consumer demand executives referenced solar capacity wind generation storage assets permitting timelines powermarket conditions article noted strong community support favorable tax credits improved profitability expectations market observers development influence public opinion renewable energy economic policy,71,0.2,0.8592,0.8,0.6,positive
